737366.340277778,6.04,115.6,0
737366.34375,0,0.4,0
737366.347222222,0,0.4,0
737366.350694444,0,0.4,0
737366.354166667,0,0.4,0
737366.357638889,0,0.4,0
737366.361111111,0,0.4,0
737366.364583333,0,0.4,0
737366.368055556,0,0.4,0
737366.371527778,0,0,0
737366.375,0,0,0
737366.378472222,0,0,0
737366.381944444,0,0,0
737366.385416667,0,0.36,0
737366.388888889,0,0.31,0
737366.392361111,0,0.34,0
737366.395833333,0,0.39,0
737366.399305556,0,0.4,0
737366.402777778,0,0.4,0
737366.40625,0,0.4,0
737366.409722222,0,0.4,0
737366.413194444,0,0.4,0
737366.416666667,0,0.4,0
737366.420138889,0,0.4,0
737366.423611111,0,0.4,0
737366.427083333,0,0,0
737366.430555556,0,0,0
737366.434027778,0,0,0
737366.4375,0,0,0
737366.440972222,0,0,0
737366.444444444,0,0,0
737366.447916667,0,0,0
737366.451388889,0,0,0
737366.454861111,0,0,0
737366.458333333,0,0,0
737366.461805556,0,0,0
737366.465277778,0,0,0
737366.46875,0,0,0
737366.472222222,0,0,0
737366.475694444,0,0,0
737366.479166667,0,0,0
737366.482638889,0,0,0
737366.486111111,0,0,0
737366.489583333,0,0,0
737366.493055556,0,0,0
737366.496527778,0,0,0
737366.5,0,0,0
737366.503472222,0,0,0
737366.506944444,0,0,0
737366.510416667,0,0,0
737366.513888889,0,0.21,0
737366.517361111,4.02,83.29,0
737366.524305556,0,0,0
737366.527777778,0,0,0
737366.53125,0,0,0
737366.534722222,0,0,0
737366.538194444,0,0,0
737366.541666667,0,0,0
737366.545138889,0,0,0
737366.548611111,0,0,0
737366.552083333,0,0,0
737366.555555556,0,0,0
737366.559027778,0,0,0
737366.5625,0,0,0
737366.565972222,0,0,0
737366.569444444,0,0,0
737366.572916667,0,0,0
737366.576388889,0,0,0
737366.579861111,0,0,0
737366.583333333,0,0,0
737366.600694444,4.28,77.57,0
737366.604166667,0,0,0
737366.607638889,0,0,0
737366.611111111,0,0,0
737376.420138889,0,0.4,0
737376.423611111,0,0.4,0
737376.427083333,0,0.4,0
737376.430555556,0,0.4,0
737376.434027778,0,0.4,0
737376.4375,0,0.4,0
737376.440972222,0,0.4,0
737376.444444444,0,0.4,0
737376.447916667,0,0.4,0
737376.451388889,0,0.4,0
737376.454861111,0,0.4,0
737376.458333333,0,0.4,0
737376.461805556,0,0.4,0
737376.465277778,0,0.4,0
737376.46875,0,0.4,0
737376.472222222,0,0.4,0
737376.475694444,0,0.4,0
737376.479166667,0,0.4,0
737376.482638889,0,0.4,0
737376.486111111,0,0.4,0
737376.489583333,0,0.4,0
737376.493055556,0,0.4,0
737376.496527778,0,0.4,0
737376.5,0,0.4,0
737376.503472222,0,0.46,0
737376.506944444,0,0.59,0
737376.510416667,0,0.59,0
737376.513888889,0,0.59,0
737376.517361111,0,0.59,0
737376.520833333,0,0.59,0
737376.524305556,0,0.59,0
737376.527777778,0,0.59,0
737376.53125,0,0,0
737376.534722222,0,0,0
737376.538194444,0,0,0
737376.541666667,0.17,1.73,0
737376.545138889,0,0.4,0
737376.548611111,0,0.4,0
737376.552083333,0,0.4,0
737376.555555556,0,0.4,0
737376.559027778,0,0.4,0
737376.5625,0,0.41,0
